section_no,section_id,section_code,section_name,section_mandatory,field_position,field_id,field_name,label,description,required,data_type,source,partner_scope,seo_relevant,schema_relevant,compliance_relevant,accessibility_relevant,translation_relevant,ai_generated,editable,validation_rule,default_value,status,version,updated_at
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,17,PRICE_017,valid_from,Valid From,Gültig ab,NO,Date,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,18,PRICE_018,last_verified,Last Verified,Letzte Preisprüfung,YES,Date,Quality Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,19,PRICE_019,verification_status,Verification Status,"VALID, REVIEW oder OUTDATED",YES,Enum,Quality Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,20,PRICE_020,status,Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,1,COMPARE_001,comparison_id,Comparison Id,Eindeutige Vergleichs-ID,YES,String,System,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,2,COMPARE_002,product_id,Product Id,Interne Produkt-ID,YES,String,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,3,COMPARE_003,comparison_title,Comparison Title,Abschnittsüberschrift,YES,String,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,4,COMPARE_004,comparison_summary,Comparison Summary,Kurze Einleitung,YES,Text,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,5,COMPARE_005,comparison_criteria,Comparison Criteria,Vergleichskriterien,YES,JSON,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,6,COMPARE_006,compared_features,Compared Features,Verglichene Eigenschaften,YES,JSON,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,7,COMPARE_007,strengths,Strengths,Stärken des Produkts,YES,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,8,COMPARE_008,limitations,Limitations,Einschränkungen,NO,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,9,COMPARE_009,alternatives,Alternatives,Alternative Produkte,NO,JSON,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,10,COMPARE_010,alternative_categories,Alternative Categories,Alternative Lösungsarten,NO,JSON,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,11,COMPARE_011,best_for,Best For,Geeignet für,YES,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,12,COMPARE_012,not_best_for,Not Best For,Weniger geeignet für,NO,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,13,COMPARE_013,decision_matrix,Decision Matrix,Entscheidungshilfe,NO,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,14,COMPARE_014,recommendation_logic,Recommendation Logic,Regelbasierte Empfehlung,NO,Enum,System,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,15,COMPARE_015,recommendation_reason,Recommendation Reason,Begründung,NO,Text,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,16,COMPARE_016,source_references,Source References,Datengrundlagen,NO,JSON,Source Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,17,COMPARE_017,last_verified,Last Verified,Letzte Prüfung,YES,Date,Quality Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,18,COMPARE_018,quality_status,Quality Status,"VALID, REVIEW oder ERROR",YES,Enum,Quality Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,19,COMPARE_019,version,Version,Versionsnummer,YES,String,Version Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
11,MLP_SECTION_11,COMPARE,Vergleich & Alternativen,True,20,COMPARE_020,status,Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,1,FAQ_001,faq_section_id,Faq Section Id,Eindeutige Abschnitts-ID,YES,String,System,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,2,FAQ_002,faq_title,Faq Title,Abschnittsüberschrift,YES,String,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,3,FAQ_003,faq_intro,Faq Intro,Kurze Einführung,NO,Text,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,4,FAQ_004,faq_items,Faq Items,Liste aus Fragen und Antworten,YES,JSON,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,5,FAQ_005,question,Question,Konkrete Nutzerfrage,YES,String,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,6,FAQ_006,answer,Answer,Sachliche Antwort,YES,Text,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,7,FAQ_007,answer_summary,Answer Summary,Kurzantwort,NO,String,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,8,FAQ_008,answer_source,Answer Source,Belegquellen,NO,JSON,Source Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,9,FAQ_009,answer_verified,Answer Verified,Antwort geprüft,YES,Boolean,Quality Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,10,FAQ_010,answer_verified_at,Answer Verified At,Prüfzeitpunkt,NO,Datetime,Quality Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,11,FAQ_011,faq_category,Faq Category,FAQ-Kategorie,YES,Enum,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,12,FAQ_012,user_intent,User Intent,Suchabsicht,YES,Enum,SEO Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,13,FAQ_013,priority,Priority,Reihenfolge,YES,Integer,System,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,14,FAQ_014,visible_on_page,Visible On Page,Sichtbarkeit,YES,Boolean,Layout Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,15,FAQ_015,schema_eligible,Schema Eligible,Für strukturierte Daten geeignet,YES,Boolean,Schema Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,16,FAQ_016,schema_enabled,Schema Enabled,Schema-Ausgabe aktiv,YES,Boolean,Schema Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,17,FAQ_017,duplicate_check,Duplicate Check,"VALID, DUPLICATE oder REVIEW",YES,Enum,Quality Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,18,FAQ_018,compliance_status,Compliance Status,"VALID, WARNING oder ERROR",YES,Enum,Compliance Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,19,FAQ_019,content_version,Content Version,Version,YES,String,Version Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
12,MLP_SECTION_12,FAQ,FAQ,True,20,FAQ_020,status,Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,1,REVIEW_001,review_section_id,Review Section Id,Abschnitts-ID,YES,String,System,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,2,REVIEW_002,review_id,Review Id,Bewertungs-ID,YES,String,System,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,3,REVIEW_003,review_type,Review Type,"Kunde, Redaktion oder Plattform",YES,Enum,System,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,4,REVIEW_004,reviewer_name,Reviewer Name,Anzeigename,NO,String,Source Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,5,REVIEW_005,reviewer_verified,Reviewer Verified,Identität oder Herkunft geprüft,YES,Boolean,Quality Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,6,REVIEW_006,review_title,Review Title,Überschrift,NO,String,Source Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,7,REVIEW_007,review_text,Review Text,Erfahrungsbericht,YES,Text,Source Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,8,REVIEW_008,rating_value,Rating Value,Bewertung,NO,Decimal,Source Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,9,REVIEW_009,rating_scale,Rating Scale,Maximalwert,NO,Decimal,Source Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,10,REVIEW_010,review_date,Review Date,Bewertungsdatum,YES,Date,Source Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,11,REVIEW_011,review_source,Review Source,Herkunft,YES,String,Source Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,12,REVIEW_012,source_url,Source Url,Originalquelle,NO,URL,Source Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,13,REVIEW_013,consent_documented,Consent Documented,Nutzungserlaubnis,YES,Boolean,Compliance Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,14,REVIEW_014,edited_for_length,Edited For Length,Text gekürzt,YES,Boolean,Redaktion,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,15,REVIEW_015,material_changes,Material Changes,Inhaltlich verändert,YES,Boolean,Redaktion,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,16,REVIEW_016,incentivized,Incentivized,Gegenleistung erfolgt,YES,Boolean,Compliance Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,17,REVIEW_017,aggregate_rating,Aggregate Rating,Gesamtbewertung,NO,JSON,Review Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,18,REVIEW_018,schema_eligible,Schema Eligible,Schema zulässig,YES,Boolean,Schema Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,19,REVIEW_019,compliance_status,Compliance Status,"VALID, WARNING oder ERROR",YES,Enum,Compliance Engine,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
13,MLP_SECTION_13,REVIEW,Bewertungen & Erfahrungsberichte,True,20,REVIEW_020,status,Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,False,True,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,1,TRUST_001,trust_section_id,Trust Section Id,Abschnitts-ID,YES,String,System,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,2,TRUST_002,trust_title,Trust Title,Überschrift,YES,String,Redaktion,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,3,TRUST_003,trust_items,Trust Items,Vertrauenselemente,YES,JSON,Trust Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,4,TRUST_004,trust_type,Trust Type,"Sicherheit, Redaktion, Partner oder Aktualität",YES,Enum,System,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,5,TRUST_005,trust_label,Trust Label,Sichtbarer Text,YES,String,Redaktion,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,6,TRUST_006,trust_description,Trust Description,Erläuterung,YES,Text,Redaktion,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,7,TRUST_007,evidence_type,Evidence Type,Nachweisart,YES,Enum,Compliance Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,8,TRUST_008,evidence_reference,Evidence Reference,Nachweis,NO,String,Source Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,9,TRUST_009,evidence_url,Evidence Url,Referenz,NO,URL,Source Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,10,TRUST_010,issuer_name,Issuer Name,Herausgeber,NO,String,Source Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,11,TRUST_011,valid_from,Valid From,Gültigkeitsbeginn,NO,Date,Source Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,12,TRUST_012,valid_until,Valid Until,Gültigkeitsende,NO,Date,Source Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,13,TRUST_013,verified_at,Verified At,Letzte Prüfung,YES,Datetime,Quality Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,14,TRUST_014,verified_by,Verified By,Prüfer,YES,String,Quality Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,15,TRUST_015,logo_url,Logo Url,Freigegebenes Logo,NO,URL,Asset Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,16,TRUST_016,logo_usage_authorized,Logo Usage Authorized,Nutzungsrecht,YES,Boolean,Compliance Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,17,TRUST_017,display_position,Display Position,Position,YES,Enum,Layout Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,18,TRUST_018,schema_relevant,Schema Relevant,Schema-Relevanz,YES,Boolean,Schema Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,19,TRUST_019,compliance_status,Compliance Status,"VALID, WARNING oder ERROR",YES,Enum,Compliance Engine,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
14,MLP_SECTION_14,TRUST,Vertrauenselemente,True,20,TRUST_020,status,Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,False,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,1,CTA_001,cta_id,Cta Id,CTA-ID,YES,String,System,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,2,CTA_002,cta_type,Cta Type,"Primär, sekundär oder Textlink",YES,Enum,System,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,3,CTA_003,cta_text,Cta Text,Sichtbarer CTA,YES,String,Content Engine,ALL,False,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,4,CTA_004,cta_url,Cta Url,Ziel-URL,YES,URL,Link Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,5,CTA_005,cta_target_type,Cta Target Type,"Intern, extern oder Partner",YES,Enum,Link Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,6,CTA_006,partner_name,Partner Name,Affiliate-Partner,NO,String,Product Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,7,CTA_007,product_id,Product Id,Produktzuordnung,NO,String,Product Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,8,CTA_008,affiliate_link,Affiliate Link,Affiliate-Link,YES,Boolean,Link Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,9,CTA_009,advertising_label,Advertising Label,Werbung oder Anzeige,NO,String,Compliance Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,10,CTA_010,disclosure_position,Disclosure Position,Position der Kennzeichnung,YES,Enum,Compliance Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,11,CTA_011,external_redirect_notice,External Redirect Notice,Weiterleitungshinweis,NO,String,Compliance Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,12,CTA_012,open_new_tab,Open New Tab,Neues Fenster,YES,Boolean,System,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,13,CTA_013,rel_attributes,Rel Attributes,Linkattribute,YES,String,SEO Engine,ALL,False,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,14,CTA_014,tracking_id,Tracking Id,Tracking-Kennung,NO,String,Tracking Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,15,CTA_015,campaign_id,Campaign Id,Kampagne,NO,String,Tracking Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,16,CTA_016,placement_id,Placement Id,CTA-Position,YES,String,Tracking Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,17,CTA_017,mobile_visible,Mobile Visible,Mobil sichtbar,YES,Boolean,Layout Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,18,CTA_018,desktop_visible,Desktop Visible,Desktop sichtbar,YES,Boolean,Layout Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,19,CTA_019,validation_status,Validation Status,"VALID, WARNING oder ERROR",YES,Enum,Quality Engine,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
15,MLP_SECTION_15,CTA,Call-to-Action,True,20,CTA_020,status,Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,False,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
16,MLP_SECTION_16,AFF,Affiliate-Links & Tracking,True,1,AFF_001,affiliate_link_id,Affiliate Link Id,Eindeutige Link-ID,YES,String,System,ALL,False,False,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
16,MLP_SECTION_16,AFF,Affiliate-Links & Tracking,True,2,AFF_002,product_id,Product Id,Produkt-ID,YES,String,Product Engine,ALL,False,False,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
16,MLP_SECTION_16,AFF,Affiliate-Links & Tracking,True,3,AFF_003,partner_name,Partner Name,Partner,YES,String,Product Engine,ALL,False,False,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
16,MLP_SECTION_16,AFF,Affiliate-Links & Tracking,True,4,AFF_004,partner_id,Partner Id,Partner-ID,YES,String,Partner Config,ALL,False,False,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
16,MLP_SECTION_16,AFF,Affiliate-Links & Tracking,True,5,AFF_005,network_name,Network Name,Affiliate-Netzwerk,NO,String,Partner Config,ALL,False,False,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
16,MLP_SECTION_16,AFF,Affiliate-Links & Tracking,True,6,AFF_006,base_url,Base Url,Ausgangs-URL,YES,URL,Partner Config,ALL,False,False,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
16,MLP_SECTION_16,AFF,Affiliate-Links & Tracking,True,7,AFF_007,destination_url,Destination Url,Finale Ziel-URL,YES,URL,Link Engine,ALL,False,False,True,False,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
